CUES,P1,P2,P301,P302,P4,P5,P6,P701,P702,P703,P704,P705,P706,P707,P708,P709,P710,P801,P802,P803,P804,P805,P806,P807,P9,P1001,P11,P1201,P1202,P1203,P1204,P1205,P1206,P1207,P1208,P1209,P1210,P1211,P1301,P1302,P1303,P1304,P1305,P13BIS01,P13BIS02,P13BIS03,P13BIS04,P13BIS05,P1401,P1402,P1403,P1404,P1405,P1406,P15,P16,P17,P18,P19,P19A,P20,P21,P22,P22A,P23,P24,P25,N1,N2,N3,N4,N5,P27,P28,P23A,P23B,P24_num,P801_num,P802_num,P803_num,P804_num,P805_num,P806_num,P807_num,P20_grupo,P15_bin
759,Un documento para arreglar los problemas económicos,,,Prensa,,,,,,,,,,,,,,,,,,,,1,,,,Menciona,,,,,,,,,,,,,,,,,,,,,,,,,,Sin influencia,,,4,Mujer,Viudo,4 hijos o más,68,Estudios de grado medio,Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),Más de 85.000 ptas mensuales,No votó,Mucha,5.0,2.0,De 19.000 ptas a 25.000 ptas mensuales,5,Galicia y Asturias,50.001 a 100.000 habitantes,,Agricultor/Propietario,9.0,,,,,,,1.0,66-75,
760,Conjunto de ordenanzas que regulan la Administración español,,,Revistas,,Suficiente,,,,,,,,,,,,,,,,,,,Mucho,,,,,Menciona,,Menciona,,,,,,,,,,,De acuerdo,,,,,,,,,Positivamente,,,,,3,Mujer,Casado,2 Hijos,64,"Menos de estudios primarios, sabe leer (menos de 6 años de e",No creyente,Nunca,Está empleado (trabaja por cuenta ajena),De 46.000 ptas a 65.000 ptas mensuales,No votó,Poco,7.0,1.0,Más de 85.000 ptas mensuales,2,Galicia y Asturias,50.001 a 100.000 habitantes,,Industrial comercial,7.0,,,,,,,,56-65,
761,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,,Televisión,,Insuficiente,,,,,,,,,,,,,,,,,1,,,,,,,,,Menciona,,,,,,,,De acuerdo,,,,,,,,De acuerdo,,Sin influencia,Sin influencia,,Positivamente,,,,3,Hombre,Casado,Ninguno,34,Estudios primarios completos. cultural general,Católico practicante,,Está empleado (trabaja por cuenta ajena),De 12.000 ptas a 18.000 ptas mensuales,P.S.O.E,Bastante,7.0,1.0,,4,Galicia y Asturias,50.001 a 100.000 habitantes,"Vendedores, Agentes Comerciales, etc...",,3.0,,,,,,1.0,,26-35,
762,Un documento para arreglar los problemas económicos,,Televisión,,Poco/un poco/ nada,Suficiente,,,,,,,,,,,,1,,,,1,4,1,,,Mucho,,,,Menciona,Menciona,,,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,,,Sin influencia,,Negativamente,,,Sin influencia,Sí,,2,Mujer,Casado,1 Hijo,66,Estudios primarios completos. cultural general,,Los domingos y festivos,Trabaja por su cuenta,De 66.000 ptas a 85.000 ptas mensuales,F.D.C.,Mucha,7.0,1.0,,4,Galicia y Asturias,50.001 a 100.000 habitantes,,,8.0,1.0,,,,1.0,4.0,1.0,66-75,1.0
763,Un documento para arreglar los problemas económicos,,,,,Insuficiente,5 a 7 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,2,4,1,,,6,Mucho,Hay problemas más importantes,,,,,Menciona,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,,De acuerdo,,De acuerdo,,,,Sin influencia,Positivamente,,Sin influencia,,,3,Hombre,Soltero,2 Hijos,34,Bachiller superior,Católico practicante,,Está parado,De 36.000 ptas a 45.000 ptas mensuales,,Mucha,7.0,1.0,,8,Galicia y Asturias,50.001 a 100.000 habitantes,,Profesional Liberal,6.0,,2.0,4.0,1.0,,,6.0,26-35,
764,Conjunto de principios básicos que regulan la vida de los es,Regularmente,,,,,,,,,,,,,,,,,,,,,,,Mucho,,,Menciona,,,,,,,,,,,,De acuerdo,,,De acuerdo,,,,,De acuerdo,,Positivamente,Sin influencia,Sin influencia,Sin influencia,Sin influencia,,,3,Hombre,Soltero,Ninguno,22,Universitario o técnicos de grado superior,Católico practicante,Varias veces al año,Trabaja por su cuenta,,No votó,Mucha,15.0,1.0,,8,Galicia y Asturias,50.001 a 100.000 habitantes,,,,,,,,,,,18-25,
765,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,Prensa,Sólo una parte,Suficiente,,,,,,,,,,,,1,,,,1,3,,Mucho,Falta de información,Mucho,,,,Menciona,,,,,,,,,De acuerdo,,De acuerdo,N.S,En desacuerdo,,De acuerdo,,En desacuerdo,Positivamente,Positivamente,,Positivamente,Positivamente,Positivamente,Sí,,6,Hombre,Casado,1 Hijo,42,Estudios primarios completos. cultural general,,Los domingos y festivos,Trabaja por su cuenta,,U.C.D,Bastante,18.0,1.0,De 46.000 ptas a 65.000 ptas mensuales,Extrema izquierda,Galicia y Asturias,2.001 a 10.000 habitantes,,Profesional Liberal,,1.0,,,,1.0,3.0,,36-45,1.0
766,Conjunto de principios básicos que regulan la vida de los es,Regularmente,Televisión,,Poco/un poco/ nada,Suficiente,5 a 7 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,6,7,2,3,3,3,Mucho,,Nada,,,,,Menciona,,,,,,,N.S,N.S,De acuerdo,En desacuerdo,,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Negativamente,Positivamente,Sin influencia,Positivamente,Positivamente,,No,A favor,3,Hombre,Casado,1 Hijo,21,Estudios primarios completos. cultural general,Católico practicante,,Está empleado (trabaja por cuenta ajena),,U.C.D,Mucha,15.0,1.0,De 46.000 ptas a 65.000 ptas mensuales,2,Galicia y Asturias,2.001 a 10.000 habitantes,"Vendedores, Agentes Comerciales, etc...",Profesional Liberal,,,6.0,7.0,2.0,3.0,3.0,3.0,18-25,0.0
767,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,,Sólo una parte,Suficiente,8 a 11 meses,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,Juega un papel importante,1,6,7,4,,,4,,,Mucho,,,,Menciona,Menciona,,,,,,,De acuerdo,,De acuerdo,N.S,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,N.S,De acuerdo,Positivamente,Positivamente,Positivamente,,Positivamente,Sin influencia,Sí,,2,Hombre,Soltero,Ninguno,43,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,,,U.C.D,Mucha,10.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,7,Galicia y Asturias,2.001 a 10.000 habitantes,"Vendedores, Agentes Comerciales, etc...",,,1.0,6.0,7.0,4.0,,,4.0,36-45,1.0
768,Conjunto de ordenanzas que regulan la Administración español,,,N.S/N.C,Poco/un poco/ nada,,8 a 11 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,Mucho,,Mucho,,,Menciona,,Menciona,,,,,,,N.S,De acuerdo,N.S,,N.S,De acuerdo,En desacuerdo,N.S,En desacuerdo,,Positivamente,,Positivamente,Positivamente,,Positivamente,Sí,A favor,4,Hombre,Soltero,3 Hijos,57,Universitario o técnicos de grado superior,Católico practicante,Los domingos y festivos,Trabaja por su cuenta,,U.C.D,Bastante,12.0,1.0,Más de 85.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,,,,,,,,,,,56-65,1.0
769,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,Prensa,,Insuficiente,N.S,No menciona,Juega un papel importante,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,6,,Algo,Hay problemas más importantes,,,,Menciona,Menciona,Menciona,,,,,,,,En desacuerdo,,De acuerdo,N.S,,De acuerdo,,De acuerdo,De acuerdo,,Positivamente,,Positivamente,Positivamente,Positivamente,,A favor,3,Hombre,Casado,2 Hijos,40,Estudios primarios completos. cultural general,Católico practicante,Varias veces por semana,Trabaja por su cuenta,,U.C.D,Mucha,15.0,2.0,De 26.000 ptas a 35.000 ptas mensuales,2,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,,,,,,,,6.0,,36-45,
770,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Radio,,Poco/un poco/ nada,Suficiente,,,,,,,,,,,,2,3,3,2,7,3,4,Mucho,Falta de información política,Mucho,Menciona,,,,Menciona,,,,,,,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,De acuerdo,,De acuerdo,,N.S,Positivamente,Positivamente,Positivamente,Positivamente,Positivamente,,Sí,,4,Mujer,Soltero,4 hijos o más,21,Bachiller superior,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),,P.S.O.E,Mucha,15.0,2.0,De 26.000 ptas a 35.000 ptas mensuales,5,Galicia y Asturias,2.001 a 10.000 habitantes,,Industrial comercial,,2.0,3.0,3.0,2.0,7.0,3.0,4.0,18-25,1.0
771,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,Poco/un poco/ nada,Insuficiente,5 a 7 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,4,7,6,5,,2,1,,,Algo,,,,Menciona,,,,,,,,En desacuerdo,,N.S,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,N.S,Positivamente,Positivamente,Positivamente,,Positivamente,Positivamente,Sí,A favor,4,Mujer,Casado,3 Hijos,21,Bachiller superior,Católico practicante,Los domingos y festivos,Está jubilado y antes trabajaba por su cuenta,,A.P,Bastante,10.0,3.0,De 12.000 ptas a 18.000 ptas mensuales,5,Galicia y Asturias,2.001 a 10.000 habitantes,,,,4.0,7.0,6.0,5.0,,2.0,1.0,18-25,1.0
772,Conjunto de ordenanzas que regulan la Administración español,,,,Poco/un poco/ nada,,1 año,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,7,7,7,,,1,Mucho,,Algo,,,,,,,,,,,,De acuerdo,En desacuerdo,En desacuerdo,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,Positivamente,,Positivamente,Positivamente,,Positivamente,Sí,A favor,4,Mujer,Casado,1 Hijo,51,Estudios primarios completos. cultural general,Católico no practicante,Los domingos y festivos,Trabaja por su cuenta,Hasta 6.000 ptas mensuales,No votó,Mucha,10.0,2.0,De 36.000 ptas a 45.000 ptas mensuales,2,Galicia y Asturias,2.001 a 10.000 habitantes,,Industrial comercial,1.0,1.0,7.0,7.0,7.0,,,1.0,46-55,1.0
773,Conjunto de principios básicos que regulan la vida de los es,Solo cuando el tema/ o los temas me interesaban de forma esp,Televisión,Prensa,,,1 año,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,6,,,Mucho,,,Menciona,,,Menciona,,,,,,,,,N.S,,En desacuerdo,De acuerdo,,De acuerdo,,De acuerdo,De acuerdo,,Positivamente,,Positivamente,Positivamente,,,A favor,Extrema izquierda,Mujer,Viudo,Ninguno,47,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Nunca,Trabaja por su cuenta,,P.S.O.E,Mucha,12.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,Jornaleros del campo,Profesional Liberal,,,,,,6.0,,,46-55,
774,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,Radio,La mayoría de los artículos,,,,,,,,,,,,,7,7,7,4,5,,,Algo,Falta de información política,Mucho,Menciona,,Menciona,,,,,,,,,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,,En desacuerdo,,De acuerdo,,De acuerdo,Positivamente,Positivamente,,Positivamente,Positivamente,,Sí,,2,Hombre,Casado,2 Hijos,70,Universitario o técnicos de grado superior,Católico practicante,Los domingos y festivos,,De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Mucha,15.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,6,Galicia y Asturias,2.001 a 10.000 habitantes,,Profesional Liberal,5.0,7.0,7.0,7.0,4.0,5.0,,,66-75,1.0
775,Conjunto de principios básicos que regulan la vida de los es,Regularmente,Prensa,,Sólo una parte,Suficiente,5 a 7 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,3,7,7,5,3,2,,,,Mucho,Menciona,,Menciona,,,,,,,,,De acuerdo,,En desacuerdo,De acuerdo,,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Positivamente,Negativamente,,,Positivamente,,Sí,A favor,,Hombre,Casado,1 Hijo,49,Estudios de formación profesional,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 46.000 ptas a 65.000 ptas mensuales,U.C.D,Mucha,0.0,2.0,De 19.000 ptas a 25.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,,,7.0,3.0,7.0,7.0,5.0,3.0,2.0,,46-55,1.0
776,Un documento para arreglar los problemas económicos,,,Prensa,Sólo una parte,,8 a 11 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,3,5,7,3,,,3,,,Mucho,Menciona,,Menciona,,,,,,,,,En desacuerdo,,De acuerdo,,,En desacuerdo,N.S,De acuerdo,De acuerdo,,Positivamente,,Sin influencia,,,,Sí,A favor,4,Hombre,Soltero,2 Hijos,63,"Menos de estudios primarios, sabe leer (menos de 6 años de e",,Varias veces al año,Está empleado (trabaja por cuenta ajena),,P.S.O.E,Bastante,5.0,2.0,De 26.000 ptas a 35.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel alto (titulación superior),Profesional Liberal,,3.0,5.0,7.0,3.0,,,3.0,56-65,1.0
777,Un documento para arreglar los problemas económicos,,,Radio,,,8 a 11 meses,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,,,,,,,,,,,,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,,,,,,,Sin influencia,,A favor,,Mujer,Casado,3 Hijos,30,Estudios de formación profesional,Católico practicante,,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,,Poco,15.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,,4.0,,,,,,,,26-35,
778,Un documento para arreglar los problemas económicos,,,,,Insuficiente,,,,,,,,,,,,,,,,,,,Mucho,,,Menciona,,Menciona,,,,,,,,,,En desacuerdo,,,,,,,,,,,,Positivamente,,,,,4,Hombre,Soltero,4 hijos o más,48,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Varias veces por semana,Está empleado (trabaja por cuenta ajena),Más de 85.000 ptas mensuales,A.P,Mucha,18.0,2.0,De 66.000 ptas a 85.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,Agricultor/Propietario,9.0,,,,,,,,46-55,
779,Conjunto de principios básicos que regulan la vida de los es,Regularmente,Televisión,,,Suficiente,,,,,,,,,,,,,,,,2,,,,,,,,Menciona,,,,,,,,,,,,En desacuerdo,,,,,,En desacuerdo,,Negativamente,Positivamente,,Positivamente,,,,4,Mujer,Casado,3 Hijos,19,"Menos de estudios primarios, sabe leer (menos de 6 años de e",,Los domingos y festivos,Está jubilado y antes trabajaba por su cuenta,,P.S.O.E,Bastante,15.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,,,,,,,,2.0,,,18-25,
780,Conjunto de ordenanzas que regulan la Administración español,,,Prensa,Sólo una parte,,,,,,,,,,,,,2,4,6,3,,,,,Falta de información,Mucho,Menciona,,Menciona,,,,,,,,,De acuerdo,,De acuerdo,,De acuerdo,De acuerdo,,De acuerdo,,,Positivamente,,Positivamente,,,Positivamente,Sí,,2,Hombre,Soltero,1 Hijo,60,Bachiller superior,Católico practicante,,Trabaja por su cuenta,,U.C.D,Bastante,10.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,6,Galicia y Asturias,Menos o igual a 2.000 habitantes,Obreros cualificados,,,2.0,4.0,6.0,3.0,,,,56-65,1.0
781,Conjunto de ordenanzas que regulan la Administración español,,,,,,8 a 11 meses,Juega un papel importante,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,,Mucho,,,,,,,,,,,,,,,De acuerdo,,,N.S,,En desacuerdo,,En desacuerdo,,,,,Positivamente,,Positivamente,,A favor,3,Hombre,Casado,Ninguno,43,Estudios primarios completos. cultural general,Católico no practicante,Varias veces al año,Trabaja por su cuenta,De 12.000 ptas a 18.000 ptas mensuales,P.S.O.E,Bastante,20.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Galicia y Asturias,Menos o igual a 2.000 habitantes,Personal manual de servicios no cualificados,,3.0,,,,,,,,36-45,
782,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,,,,,,,,,,,,,,,,,,2,,,Mucho,,,Menciona,,,,,,,,,,,,En desacuerdo,,De acuerdo,,,,,,De acuerdo,,Positivamente,,Sin influencia,Positivamente,,,,5,Hombre,Casado,1 Hijo,67,Universitario o técnicos de grado superior,Católico no practicante,Nunca,Está jubilado y antes estaba empleado,,No votó,Poco,15.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Galicia y Asturias,Menos o igual a 2.000 habitantes,,Industrial comercial,,,,,,2.0,,,66-75,
783,Conjunto de principios básicos que regulan la vida de los es,Nunca o casi nunca,Televisión,Prensa,Poco/un poco/ nada,Insuficiente,,,,,,,,,,,,3,4,7,5,,1,,,,Mucho,Menciona,,Menciona,,,,,,,,,De acuerdo,,De acuerdo,En desacuerdo,,De acuerdo,,De acuerdo,,N.S,Positivamente,Positivamente,,,Positivamente,,Sí,,4,Hombre,Casado,1 Hijo,54,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Varias veces por semana,Trabaja por su cuenta,De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Bastante,15.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,5,Galicia y Asturias,Menos o igual a 2.000 habitantes,,,5.0,3.0,4.0,7.0,5.0,,1.0,,46-55,1.0
784,Un documento para arreglar los problemas económicos,,,Prensa,Poco/un poco/ nada,Suficiente,N.S,No menciona,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,5,4,2,1,,1,1,,,Mucho,Menciona,,,,,,,,,,,De acuerdo,,En desacuerdo,,,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,,Positivamente,,Sin influencia,,,,Sí,A favor,,Hombre,Casado,2 Hijos,24,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),,No votó,Mucha,20.0,2.0,De 19.000 ptas a 25.000 ptas mensuales,8,Galicia y Asturias,Menos o igual a 2.000 habitantes,,,,5.0,4.0,2.0,1.0,,1.0,1.0,18-25,1.0
785,Conjunto de ordenanzas que regulan la Administración español,,,,,,Menos de 5 meses,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,1,,,,,,,Menciona,,,,,,,,,,,,De acuerdo,,En desacuerdo,,En desacuerdo,,,,Positivamente,,,Sin influencia,,,4,Hombre,Soltero,4 hijos o más,66,Estudios primarios completos. cultural general,Católico no practicante,Varias veces al año,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,,Bastante,20.0,1.0,De 46.000 ptas a 65.000 ptas mensuales,4,Galicia y Asturias,Menos o igual a 2.000 habitantes,Funcionarios de nivel medio,,4.0,,,,,,,1.0,66-75,
786,Conjunto de ordenanzas que regulan la Administración español,,,Prensa,,Insuficiente,,,,,,,,,,,,,,,,,4,,Algo,,,,,,,,,,,,,,,De acuerdo,,,De acuerdo,,,,,,,,,Positivamente,,Positivamente,,,,Hombre,Casado,Ninguno,39,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Varias veces al año,Está empleado (trabaja por cuenta ajena),,U.C.D,Bastante,20.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,5,Galicia y Asturias,Menos o igual a 2.000 habitantes,,Profesional Liberal,,,,,,,4.0,,36-45,
787,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,,Insuficiente,,,,,,,,,,,,,,,,1,1,4,Mucho,,,,,,,,,,,,,,,En desacuerdo,,De acuerdo,,,,,,De acuerdo,,Sin influencia,Negativamente,Positivamente,Positivamente,,,,,Mujer,Casado,3 Hijos,43,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,P.S.O.E,Mucha,10.0,2.0,De 12.000 ptas a 18.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,,5.0,,,,,1.0,1.0,4.0,36-45,
788,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,Prensa,La mayoría de los artículos,,,,,,,,,,,,,2,4,4,2,1,,4,,,Poco,,,,Menciona,,,,,,,,En desacuerdo,,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,,En desacuerdo,,De acuerdo,Sin influencia,,,,Positivamente,Sin influencia,,,Extrema derecha,Mujer,Casado,2 Hijos,30,Estudios primarios completos. cultural general,Católico practicante,Varias veces al año,Está jubilado y antes estaba empleado,De 66.000 ptas a 85.000 ptas mensuales,No votó,Bastante,12.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,8,Galicia y Asturias,2.001 a 10.000 habitantes,Peones y obreros sin cualificar,Agricultor/Propietario,8.0,2.0,4.0,4.0,2.0,1.0,,4.0,26-35,
789,Conjunto de ordenanzas que regulan la Administración español,,,Revistas,Poco/un poco/ nada,,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,5,5,6,1,,,,Mucho,Falta de información,Mucho,Menciona,,,Menciona,,,,,,,,De acuerdo,De acuerdo,En desacuerdo,,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,,Positivamente,,,Sin influencia,,,Sí,,4,Hombre,Casado,2 Hijos,33,Estudios de grado medio,Católico practicante,Varias veces al año,Trabaja por su cuenta,De 19.000 ptas a 25.000 ptas mensuales,U.C.D,Bastante,20.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,Agricultor/Propietario,4.0,5.0,5.0,6.0,1.0,,,,26-35,1.0
790,Conjunto de principios básicos que regulan la vida de los es,Regularmente,Televisión,,,Suficiente,N.C,Juega un papel importante,No menciona,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,3,,,Poco,,,,,,,,,,,,,,,En desacuerdo,,En desacuerdo,,,De acuerdo,,En desacuerdo,De acuerdo,,Positivamente,,,Sin influencia,,,A favor,,Hombre,Casado,Ninguno,41,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,No votó,Bastante,10.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,Empleados subalternos,,5.0,,,,,3.0,,,36-45,
791,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,La mayoría de los artículos,,,,,,,,,,,,,6,5,7,4,1,,4,,,Mucho,,,,,,,,,,,,En desacuerdo,,De acuerdo,En desacuerdo,,En desacuerdo,,De acuerdo,,En desacuerdo,Positivamente,Sin influencia,Positivamente,,,,Sí,,,Hombre,Viudo,3 Hijos,76,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Alguna vez al mes,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,U.C.D,Bastante,15.0,2.0,De 66.000 ptas a 85.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,Trabajador Independiente,5.0,6.0,5.0,7.0,4.0,1.0,,4.0,76+,1.0
792,Conjunto de ordenanzas que regulan la Administración español,,,Radio,Poco/un poco/ nada,Suficiente,1 año,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,1,1,4,1,,,,,,Algo,,,,Menciona,,,,,,,,En desacuerdo,,En desacuerdo,,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,,Sin influencia,,,,,Positivamente,Sí,,,Hombre,Casado,2 Hijos,60,"Menos de estudios primarios, sabe leer (menos de 6 años de e",Católico no practicante,Nunca,Está empleado (trabaja por cuenta ajena),De 26.000 ptas a 35.000 ptas mensuales,,Poco,12.0,1.0,De 6.000 ptas a 11.000 ptas mensuales,2,Galicia y Asturias,2.001 a 10.000 habitantes,Obreros cualificados,,5.0,1.0,1.0,4.0,1.0,,,,56-65,1.0
793,Un concierto que tipifican los delitos y señala las penas,,,Prensa,,,5 a 7 meses,No menciona,No menciona,Juega un papel importante,Juega un papel importante,No menciona,No menciona,No menciona,No menciona,No menciona,No menciona,,,,,,,1,Mucho,,,,,,,,,,,,,,,De acuerdo,,,,,En desacuerdo,,En desacuerdo,,,,Sin influencia,Positivamente,,,,,5,Hombre,Casado,4 hijos o más,48,Estudios primarios completos. cultural general,Católico practicante,Los domingos y festivos,Trabaja por su cuenta,De 26.000 ptas a 35.000 ptas mensuales,,Bastante,25.0,1.0,De 26.000 ptas a 35.000 ptas mensuales,4,Galicia y Asturias,2.001 a 10.000 habitantes,Funcionarios de nivel medio,,5.0,,,,,,,1.0,46-55,
794,Conjunto de principios básicos que regulan la vida de los es,Sólo de vez en cuando,Televisión,,,Insuficiente,,,,,,,,,,,,,,,,3,,,,,,,,,Menciona,,,,,,,,,,,De acuerdo,De acuerdo,,,,,De acuerdo,,,,,Positivamente,Negativamente,,,,Mujer,Viudo,2 Hijos,32,Estudios primarios completos. cultural general,Católico practicante,Varias veces por semana,Está empleado (trabaja por cuenta ajena),De 19.000 ptas a 25.000 ptas mensuales,P.S.O.E,Bastante,26.0,1.0,De 19.000 ptas a 25.000 ptas mensuales,3,Galicia y Asturias,2.001 a 10.000 habitantes,Personal manual de servicios no cualificados,,4.0,,,,,3.0,,,26-35,
